"","unique.id","species","number.caught","weight.caught"
"20503","H-1991-232-152",620,6.1764705882353,7.20588235294118
"20527","H-1991-232-153",10,552.240575906953,340.713979994007
"20528","H-1991-232-153",12,18.716577540107,38.9928698752228
"20522","H-1991-232-153",40,113.682864450128,29.539641943734
"20516","H-1991-232-153",42,38.2375,13.4647058823529
"20532","H-1991-232-153",43,3.08823529411765,0.514705882352941
"20520","H-1991-232-153",60,142.025905714189,35.5064764285473
"20523","H-1991-232-153",201,2.20294117647059,1.89
"20526","H-1991-232-153",204,0.881176470588235,1.89
"20515","H-1991-232-153",300,9.63426470588235,3.53088235294118
"20517","H-1991-232-153",304,6.1764705882353,0.0514705882352941
"20518","H-1991-232-153",616,1.02941176470588,0.0514705882352941
"20545","H-1991-232-154",10,128.611152094521,89.6380757022418
"20542","H-1991-232-154",31,1.02941176470588,0.0360294117647059
"20535","H-1991-232-154",40,4425.57544757033,647.186700767264
"20539","H-1991-232-154",60,21.671826625387,8.12693498452012
"20546","H-1991-232-154",118,1.02941176470588,0.0669117647058824
"20540","H-1991-232-154",300,2.05882352941176,0.319117647058824
"20541","H-1991-232-154",620,41.1764705882353,32.9411764705882
"20558","H-1991-232-155",10,242.425544233276,143.504776184066
"20560","H-1991-232-155",12,0.779857397504456,0.935828877005348
"20553","H-1991-232-155",40,678.516624040921,81.457800511509
"20548","H-1991-232-155",42,122.5,21.6176470588235
"20549","H-1991-232-155",60,7.44969040247678,2.70897832817337
"20551","H-1991-232-155",62,1.02941176470588,0.0514705882352941
"20547","H-1991-232-155",300,1.02941176470588,0.0875
"20569","H-1991-232-156",10,29.4131950319504,23.5305560255603
"20571","H-1991-232-156",12,10.9180035650624,11.6978609625668
"20563","H-1991-232-156",40,6.26598465473146,0.420716112531969
"20579","H-1991-232-156",42,176.029411764706,49.4117647058824
"20566","H-1991-232-156",43,265.588235294118,62.7941176470588
"20567","H-1991-232-156",62,59.7058823529412,14.4117647058824
"20575","H-1991-232-156",63,29.8529411764706,2.05882352941176
"20568","H-1991-232-156",204,3.08823529411765,4.11764705882353
"20572","H-1991-232-156",220,2.05882352941176,7.20588235294118
"20573","H-1991-232-156",300,46.3235294117647,10.2941176470588
"20587","H-1991-232-157",12,5.15572390572391,1.47306397306397
"20595","H-1991-232-157",40,1.69082125603865,0.0507246376811594
"20590","H-1991-232-157",42,97.2222222222222,8.26388888888889
"20594","H-1991-232-157",43,2890.41666666667,333.472222222222
"20598","H-1991-232-157",60,14414.4736842105,204.038742690058
"20581","H-1991-232-157",62,5.83333333333333,0.388888888888889
"20583","H-1991-232-157",63,60.2777777777778,1.94444444444444
"20589","H-1991-232-157",143,44.7222222222222,3.88888888888889
"20586","H-1991-232-157",204,0.972222222222222,0.291666666666667
"20591","H-1991-232-157",300,12.6388888888889,2.43055555555556
"20603","H-1991-232-158",10,2.96137373010973,0.044420605951646
"20605","H-1991-232-158",42,7.77777777777778,0.777777777777778
"20608","H-1991-232-158",43,58.3333333333333,13.6111111111111
"20600","H-1991-232-158",60,1070.08406432749,13.4320175438596
"20601","H-1991-232-158",63,14.5833333333333,0.0972222222222222
"20606","H-1991-232-158",143,2.91666666666667,0.0972222222222222
"20599","H-1991-232-158",300,1.94444444444444,0.291666666666667
"20612","H-1991-232-159",10,88.4480270357257,84.0256256839394
"20610","H-1991-232-159",12,6.23885918003565,5.4590017825312
"20615","H-1991-232-159",40,9.84654731457801,4.47570332480819
"20614","H-1991-232-159",42,381.911764705882,58.6764705882353
"20622","H-1991-232-159",43,811.176470588235,186.323529411765
"20613","H-1991-232-159",60,2.03173374613003,0.304760061919505
"20623","H-1991-232-159",62,46.3235294117647,10.2941176470588
"20617","H-1991-232-159",63,35,2.05882352941176
"20620","H-1991-232-159",204,1.02941176470588,0.586764705882353
"20631","H-1991-232-159",220,9.26470588235294,36.0294117647059
"20630","H-1991-232-159",300,8.23529411764706,2.05882352941176
"20649","H-1991-232-160",10,84.6673093918321,65.012398283014
"20648","H-1991-232-160",40,215.896739130435,10.4619565217391
"20657","H-1991-232-160",42,243.41078125,59.01328125
"20662","H-1991-232-160",43,63.4375,12.03125
"20652","H-1991-232-160",62,71.0491313035783,23.6830437678594
"20653","H-1991-232-160",63,9.84375,0.4046875
"20651","H-1991-232-160",201,0.468125,0.187425
"20656","H-1991-232-160",204,0.93625,7.363125
"20647","H-1991-232-160",300,15.876875,4.12671875
"20645","H-1991-232-160",304,1.09375,0.01640625
"20646","H-1991-232-160",340,3.28125,0.0109375
"20650","H-1991-232-160",622,1.09375,0.00546875
"20671","H-1991-232-161",10,2592.74256538171,1170.68431622498
"20667","H-1991-232-161",12,2.33957219251337,10.1381461675579
"20676","H-1991-232-161",40,18.7979539641944,5.81841432225064
"20668","H-1991-232-161",42,88.7775,22.4411764705882
"20677","H-1991-232-161",60,411.875126571149,134.92461042848
"20669","H-1991-232-161",62,100.304655957993,33.434885319331
"20666","H-1991-232-161",201,0.440588235294118,0.063
"20675","H-1991-232-161",204,0.440588235294118,0.756
"20673","H-1991-232-161",300,1.17970588235294,0.353088235294118
"20687","H-1991-232-162",10,154.897428012481,132.502619143207
"20682","H-1991-232-162",40,374.094202898551,65.9420289855073
"20692","H-1991-232-162",41,7.53472222222222,4.84375
"20678","H-1991-232-162",60,10.0601683214217,2.01203366428435
"20686","H-1991-232-162",304,4.375,0.04375
"20688","H-1991-232-162",620,1.45833333333333,0.291666666666667
"20700","H-1991-232-163",10,19.572799660135,13.4562997663428
"20697","H-1991-232-163",40,582.736572890026,72.5063938618926
"20695","H-1991-232-163",41,2.27941176470588,3.79901960784314
"20693","H-1991-232-163",304,4.11764705882353,0.0514705882352941
"20698","H-1991-232-163",620,4.11764705882353,1.02941176470588
"20713","H-1991-232-164",10,149.356199303805,87.460837430156
"20709","H-1991-232-164",40,710.461956521739,122.690217391304
"20721","H-1991-232-164",41,1.61458333333333,1.2109375
"20708","H-1991-232-164",620,3.28125,2.1875
"20734","H-1991-232-166",10,241.020462833667,157.429550868233
"20731","H-1991-232-166",23,1.09375,0.109375
"20726","H-1991-232-166",40,1124.1847826087,282.472826086957
"20725","H-1991-232-166",60,2716.38569078947,944.798519736842
"20736","H-1991-232-166",620,4.375,2.515625
"20743","H-1991-232-167",10,199.97517196564,143.783801330667
"20741","H-1991-232-167",40,34.7826086956522,14.1304347826087
"20747","H-1991-232-167",60,46.875,15.625
"20744","H-1991-232-167",204,1.25,1.25
"20740","H-1991-232-167",220,1.25,2.5
"20739","H-1991-232-167",620,3.75,1.625
"20763","H-1991-232-168",10,97.7660523508354,51.5987498518298
"20759","H-1991-232-168",40,113.682864450128,19.693094629156
"20756","H-1991-232-168",42,4.11764705882353,1.54411764705882
"20753","H-1991-232-168",60,14.8993808049536,4.06346749226006
"20764","H-1991-232-168",220,1.02941176470588,1.54411764705882
"20762","H-1991-232-168",620,6.1764705882353,6.1764705882353
"20774","H-1991-232-169",10,47.1491347226104,29.8148940157683
"20775","H-1991-232-169",40,34.0153452685422,7.1611253196931
"20771","H-1991-232-169",42,23.6764705882353,5.14705882352941
"20776","H-1991-232-169",220,4.11764705882353,10.2941176470588
"20765","H-1991-232-169",300,1.02941176470588,0.205882352941177
"20788","H-1991-232-170",10,392.002274313461,404.126055993259
"20795","H-1991-232-170",12,9.94318181818182,39.7727272727273
"20791","H-1991-232-170",16,2.91666666666667,0.802083333333333
"20792","H-1991-232-170",40,21.5579710144928,7.60869565217391
"20787","H-1991-232-170",42,398.125,68.5416666666667
"20796","H-1991-232-170",43,18.9583333333333,7.29166666666667
"20789","H-1991-232-170",60,90.1864035087719,30.7017543859649
"20800","H-1991-232-170",62,1.45833333333333,0.422916666666667
"20793","H-1991-232-170",220,14.5833333333333,43.75
"20798","H-1991-232-170",300,2.91666666666667,0.641666666666667
"20822","H-1991-232-171",10,93.6793175930357,77.5781848817327
"20819","H-1991-232-171",12,3.89928698752228,6.23885918003565
"20813","H-1991-232-171",40,1.79028132992327,0.0313299232736573
"20817","H-1991-232-171",42,372.7325,102.107352941176
"20806","H-1991-232-171",43,111.176470588235,28.8235294117647
"20804","H-1991-232-171",60,106.519429285642,42.6077717142568
"20805","H-1991-232-171",204,6.60882352941177,6.3
"20807","H-1991-232-171",300,3.93235294117647,1.41235294117647
"20812","H-1991-232-171",640,1.02941176470588,0.689705882352941
"20832","H-1991-232-172",10,88.0158358403586,108.327182572749
"20828","H-1991-232-172",12,7.23140495867769,14.4628099173554
"20837","H-1991-232-172",40,1.38339920948617,0.33201581027668
"20831","H-1991-232-172",42,70.3993181818182,13.0056818181818
"20833","H-1991-232-172",43,1.59090909090909,1.59090909090909
"20823","H-1991-232-172",60,790.180493609853,318.267143259524
"20827","H-1991-232-172",204,1.36181818181818,0.973636363636364
"20829","H-1991-232-172",300,0.911590909090909,0.0709386363636364
"20830","H-1991-232-172",340,1.59090909090909,0.00795454545454545
"20845","H-1991-232-174",10,58.1987328168761,39.4919972685945
"20847","H-1991-232-174",12,2.20959595959596,2.76199494949495
"20848","H-1991-232-174",40,7.60869565217391,0.760869565217391
"20843","H-1991-232-174",42,73.0114583333333,19.8697916666667
"20851","H-1991-232-174",43,23.3333333333333,9.47916666666667
"20849","H-1991-232-174",60,352.105891249761,70.4211782499522
"20840","H-1991-232-174",204,1.8725,1.87425
"20857","H-1991-232-174",220,1.45833333333333,1.45833333333333
"20850","H-1991-232-174",300,1.39270833333333,0.500208333333333
"20844","H-1991-232-174",640,1.45833333333333,0.583333333333333
"20862","H-1991-232-175",10,124.407650080202,55.5863968443456
"20860","H-1991-232-175",40,238.107416879795,33.1202046035806
"20871","H-1991-232-175",42,0.3325,0.0392720588235294
"20870","H-1991-232-175",60,255.646630285541,92.3168387142231
"20865","H-1991-232-175",340,1.02941176470588,0.00514705882352941
"20868","H-1991-232-175",620,17.5,10.2941176470588
"20878","H-1991-232-176",10,821.170976703759,459.495358437683
"20877","H-1991-232-176",40,1669.43734015345,319.565217391304
"20875","H-1991-232-176",60,56.8885448916409,14.2221362229102
"20876","H-1991-232-176",620,26.7647058823529,13.3823529411765
"20888","H-1991-232-177",10,213.799679668288,132.288551794753
"20886","H-1991-232-177",40,796.059782608696,183.559782608696
"20895","H-1991-232-177",60,4.31743421052632,2.15871710526316
"20894","H-1991-232-177",201,1.09375,1.09375
"20889","H-1991-232-177",304,1.09375,0.021875
"20892","H-1991-232-177",620,13.125,8.75
"20900","H-1991-232-178",10,378.536295800522,161.391443945959
"20897","H-1991-232-178",42,7.20588235294118,1.44117647058824
"20902","H-1991-232-178",201,6.1764705882353,3.70588235294118
"20905","H-1991-232-178",220,171.911764705882,312.941176470588
"20898","H-1991-232-178",320,1.02941176470588,0.205882352941177
"20923","H-1991-232-179",10,116.77611808572,39.3779933079754
"20913","H-1991-232-179",40,205.882352941176,30.4347826086957
"20917","H-1991-232-179",42,2.05882352941176,0.514705882352941
"20910","H-1991-232-179",201,2.05882352941176,0.720588235294118
"20918","H-1991-232-179",220,1.02941176470588,1.02941176470588
"20922","H-1991-232-179",300,1.02941176470588,0.102941176470588
"20943","H-1991-232-180",10,14.999503910379,9.37468994398686
"20941","H-1991-232-180",40,183.876811594203,29.1666666666667
"20937","H-1991-232-180",201,1.45833333333333,0.729166666666667
"20942","H-1991-232-180",204,1.45833333333333,2.47916666666667
"20955","H-1991-232-181",10,11.1460020337138,6.96625127107114
"20949","H-1991-232-181",40,86.8286445012788,10.7416879795396
"20957","H-1991-232-181",42,62.7941176470588,12.3529411764706
"20953","H-1991-232-181",201,11.3235294117647,4.11764705882353
"20952","H-1991-232-181",220,1.02941176470588,3.08823529411765
"20956","H-1991-232-181",320,2.05882352941176,2.05882352941176
"20963","H-1991-232-182",10,18.4427837746965,13.1734169819261
"20966","H-1991-232-182",40,197.826086956522,29.539641943734
"20965","H-1991-232-182",201,22.47,5.67
"20969","H-1991-232-182",304,2.05882352941176,0.0257352941176471
"20972","H-1991-232-182",620,3.08823529411765,3.08823529411765
"20978","H-1991-232-183",10,0.390287959702601,0.390287959702601
"20986","H-1991-232-183",12,29.6345811051693,13.2575757575758
"20983","H-1991-232-183",23,225.441176470588,103.970588235294
"20981","H-1991-232-183",31,2.05882352941176,1.54411764705882
"20985","H-1991-232-183",40,0.895140664961637,0.152173913043478
"20976","H-1991-232-183",41,0.759803921568628,0.759803921568628
"20980","H-1991-232-183",112,28.8235294117647,4.11764705882353
"20975","H-1991-232-183",201,1.32176470588235,0.756
"20989","H-1991-232-183",410,10.2941176470588,1.02941176470588
"20992","H-1991-232-184",10,8.82527404470642,12.355383662589
"20996","H-1991-232-184",12,0.779857397504456,1.16978609625668
"21001","H-1991-232-184",23,4.11764705882353,0.514705882352941
"21002","H-1991-232-184",40,10.7416879795396,0.895140664961637
"21005","H-1991-232-184",41,0.759803921568628,0.759803921568628
"21000","H-1991-232-184",50,6.1764705882353,3.60294117647059
"21003","H-1991-232-184",201,0.881176470588235,0.0315
"20997","H-1991-232-184",202,5.72764705882353,1.134
"21006","H-1991-232-184",304,2.05882352941176,0.0308823529411765
"21007","H-1991-232-184",340,2.05882352941176,0.0205882352941177
"20994","H-1991-232-184",410,1.02941176470588,0.0514705882352941
"21014","H-1991-232-185",10,8.77980882519527,6.38531550923292
"21011","H-1991-232-185",12,21.8360071301248,13.2575757575758
"21010","H-1991-232-185",23,118.382352941176,4.11764705882353
"21016","H-1991-232-185",40,11.6368286445013,2.23785166240409
"21019","H-1991-232-185",41,0.759803921568628,0.759803921568628
"21015","H-1991-232-185",64,5.0709939148073,0.101419878296146
"21013","H-1991-232-185",202,3.52470588235294,1.071
"21009","H-1991-232-185",340,1.02941176470588,0.0102941176470588
"21037","H-1991-232-186",10,4.84292485564056,15.4973595380498
"21040","H-1991-232-186",12,1.55971479500891,1.55971479500891
"21033","H-1991-232-186",23,5.14705882352941,0.416911764705882
"21036","H-1991-232-186",40,92.1994884910486,8.05626598465473
"21038","H-1991-232-186",41,2.27941176470588,1.51960784313726
"21026","H-1991-232-186",64,20.2839756592292,0.316937119675456
"21035","H-1991-232-186",350,6.1764705882353,0.154411764705882
"21025","H-1991-232-186",620,6.1764705882353,4.11764705882353
"21031","H-1991-232-186",647,11.3235294117647,2.05882352941176
"21050","H-1991-232-187",10,43.5590514106066,25.6229714180039
"21041","H-1991-232-187",40,328.516624040921,39.386189258312
"21043","H-1991-232-187",201,2.05882352941176,1.02941176470588
"21042","H-1991-232-187",620,1.02941176470588,0.550735294117647
"21052","H-1991-232-187",622,1.02941176470588,0.00514705882352941
"21057","H-1991-232-188",10,296.310934381385,190.132849561389
"21056","H-1991-232-188",40,546.035805626599,106.521739130435
"21064","H-1991-232-188",60,3.38622291021672,2.03173374613003
"21068","H-1991-232-188",620,4.11764705882353,3.08823529411765
"21085","H-1991-232-189",10,354.718891998157,193.044294964983
"21079","H-1991-232-189",40,948.849104859335,210.358056265985
"21084","H-1991-232-189",60,40.6346749226006,11.5131578947368
"21081","H-1991-232-189",204,1.02941176470588,1.54411764705882
"21078","H-1991-232-189",304,1.02941176470588,0.0205882352941177
"21082","H-1991-232-189",620,10.2941176470588,5.14705882352941
"21083","H-1991-232-189",647,1.02941176470588,0.0514705882352941
"21110","H-1991-232-190",10,72.6879073124954,31.8806611019716
"21106","H-1991-232-190",40,317.774936061381,41.1764705882353
"21101","H-1991-232-190",201,1.02941176470588,0.514705882352941
"21100","H-1991-232-190",220,1.02941176470588,1.54411764705882
"21102","H-1991-232-190",620,4.11764705882353,4.11764705882353
"21112","H-1991-232-191",10,53.1533087032696,40.646647831912
"21123","H-1991-232-191",12,2.03962703962704,1.01981351981352
"21116","H-1991-232-191",23,1.34615384615385,0.201923076923077
"21119","H-1991-232-191",40,277.42474916388,44.4816053511706
"21117","H-1991-232-191",41,6.25961538461539,8.34615384615384
"21118","H-1991-232-191",60,7.08502024291498,2.65688259109312
"21114","H-1991-232-191",201,4.03846153846154,2.69230769230769
"21134","H-1991-232-191",300,1.34615384615385,0.0269230769230769
"21126","H-1991-232-191",304,1.34615384615385,0.00673076923076923
"21121","H-1991-232-191",340,2.69230769230769,0.0942307692307692
"21127","H-1991-232-191",620,25.5769230769231,13.4615384615385
"21157","H-1991-232-192",10,84.4416655166046,116.919229176837
"21151","H-1991-232-192",40,476.214833759591,82.3529411764706
"21152","H-1991-232-192",41,4.78676470588235,4.78676470588235
"21150","H-1991-232-192",50,1.02941176470588,4.11764705882353
"21149","H-1991-232-192",118,3.08823529411765,3.08823529411765
"21137","H-1991-232-192",201,9.26470588235294,13.3823529411765
"21153","H-1991-232-192",300,1.02941176470588,0.257352941176471
"21148","H-1991-232-192",304,2.05882352941176,0.0257352941176471
"21143","H-1991-232-192",306,1.02941176470588,0.00514705882352941
"21144","H-1991-232-192",320,1.02941176470588,0.772058823529412
"21155","H-1991-232-192",340,1.02941176470588,0.00514705882352941
"21140","H-1991-232-192",620,5.14705882352941,3.08823529411765
"21158","H-1991-232-193",10,48.2678138324843,14.1964158330836
"21161","H-1991-232-193",12,412.544563279857,219.919786096257
"21160","H-1991-232-193",40,384.910485933504,62.6598465473146
"21162","H-1991-232-193",43,3.08823529411765,2.05882352941176
"21167","H-1991-232-193",60,14.2025905714189,2.34342744428412
"21170","H-1991-232-193",201,1.32176470588235,1.26
"21169","H-1991-232-193",204,0.440588235294118,0.63
"21165","H-1991-232-193",220,1.02941176470588,2.05882352941176
"21168","H-1991-232-193",300,5.11205882352941,1.76544117647059
"21171","H-1991-232-193",340,2.05882352941176,0.00514705882352941
"21181","H-1991-232-194",10,4.32959217313576,0.0288639478209051
"21182","H-1991-232-194",12,22.6158645276292,4.67914438502674
"21187","H-1991-232-194",42,0.9975,0.168308823529412
"21184","H-1991-232-194",43,97.7941176470588,15.4411764705882
"21176","H-1991-232-194",60,92.3168387142231,0.426077717142568
"21189","H-1991-232-194",62,22.2899235462206,0.33434885319331
"21180","H-1991-232-194",63,16.4705882352941,0.308823529411765
"21186","H-1991-232-194",114,1.02941176470588,0.0514705882352941
"21190","H-1991-232-194",143,82.3529411764706,5.14705882352941
"21185","H-1991-232-194",204,1.76235294117647,0.63
"21183","H-1991-232-194",300,78.057205882353,10.9457352941176
"21191","H-1991-232-194",320,1.02941176470588,0.411764705882353
"21193","H-1991-232-194",361,97.7941176470588,0.308823529411765
"21196","H-1991-232-195",10,31.559724428932,5.56936313451742
"21217","H-1991-232-195",12,288.607226107226,79.5454545454545
"21222","H-1991-232-195",40,1.17056856187291,0.0468227424749164
"21207","H-1991-232-195",43,293.461538461538,39.0384615384615
"21201","H-1991-232-195",63,2.69230769230769,0.134615384615385
"21204","H-1991-232-195",122,4.03846153846154,0.269230769230769
"21194","H-1991-232-195",143,17.5,1.34615384615385
"21200","H-1991-232-195",204,5.76153846153846,4.11923076923077
"21216","H-1991-232-195",300,75.8490384615385,13.3901923076923
"21218","H-1991-232-195",301,6.73076923076923,1.48076923076923
"21219","H-1991-232-195",304,12.1153846153846,0.121153846153846
"21202","H-1991-232-195",320,72.6923076923077,40.3846153846154
"21210","H-1991-232-195",340,1.34615384615385,0.00673076923076923
"21212","H-1991-232-195",361,18.8461538461538,0.0538461538461538
"21214","H-1991-232-195",640,9.42307692307692,2.69230769230769
"22353","N-1992-178-1",10,3.88888888888889,3.88888888888889
"22358","N-1992-178-1",12,307.87037037037,153.198653198653
"22356","N-1992-178-1",40,167.391304347826,31.280193236715
"22350","N-1992-178-1",201,0.972222222222222,0.680555555555555
"22355","N-1992-178-1",220,2.91666666666667,5.83333333333333
"22354","N-1992-178-1",300,57.3611111111111,9.72222222222222
"22363","N-1992-178-1",622,1.94444444444444,0.0583333333333333
"22361","N-1992-178-1",640,0.972222222222222,0.0972222222222222
"23574","N-1992-178-3",10,63.1944444444444,25.2777777777778
"23570","N-1992-178-3",40,17.7536231884058,0.194444444444444
"23569","N-1992-178-3",42,136.916111111111,24.9034722222222
"23577","N-1992-178-3",43,2.91666666666667,0.607638888888889
"23573","N-1992-178-3",201,9.15444444444444,3.57
"23564","N-1992-178-3",204,0.416111111111111,0.595
"23568","N-1992-178-3",220,0.972222222222222,1.54583333333333
"23575","N-1992-178-3",300,30.8252777777778,7.00291666666667
"23572","N-1992-178-3",320,1.94444444444444,2.91666666666667
"23747","N-1992-178-4",10,25.2777777777778,11.6666666666667
"23745","N-1992-178-4",40,277.294685990338,40.5797101449275
"23739","N-1992-178-4",60,0.639619883040936,0.25264985380117
"23738","N-1992-178-4",201,4.86111111111111,4.86111111111111
"23737","N-1992-178-4",220,0.972222222222222,1.18611111111111
"23740","N-1992-178-4",300,6.80555555555556,0.602777777777778
"23945","N-1992-178-5",10,67.0833333333333,29.1666666666667
"23939","N-1992-178-5",40,492.874396135266,38.8888888888889
"23937","N-1992-178-5",201,5.83333333333333,1.94444444444444
"23947","N-1992-178-5",300,1.94444444444444,0.559027777777778
"23941","N-1992-178-5",350,0.972222222222222,0.0388888888888889
"23943","N-1992-178-5",501,0.972222222222222,2.57638888888889
"23951","N-1992-178-5",620,1.94444444444444,0.7875
"24101","N-1992-178-6",10,55.2631578947368,51.5789473684211
"24103","N-1992-178-6",11,7.36842105263158,6.44736842105263
"24099","N-1992-178-6",23,129.868421052632,7.36842105263158
"24097","N-1992-178-6",40,0.80091533180778,0.540617848970252
"24096","N-1992-178-6",201,0.921052631578947,0.603289473684211
"24092","N-1992-178-6",220,2.76315789473684,5.52631578947368
"24089","N-1992-178-6",300,0.921052631578947,0.115131578947368
"24090","N-1992-178-6",301,1.84210526315789,0.0184210526315789
"24248","N-1992-178-7",10,12.3529411764706,10.2941176470588
"24245","N-1992-178-7",12,2.33957219251337,1.55971479500891
"24244","N-1992-178-7",23,6.1764705882353,0.226470588235294
"24239","N-1992-178-7",40,149.488491048593,19.693094629156
"24234","N-1992-178-7",41,1.02941176470588,0.0823529411764706
"24235","N-1992-178-7",201,12.3529411764706,4.11764705882353
"24246","N-1992-178-7",202,3.08823529411765,0.411764705882353
"24236","N-1992-178-7",300,2.05882352941176,0.267647058823529
"24250","N-1992-178-7",647,1.02941176470588,0.257352941176471
"24385","N-1992-178-8",10,7.77777777777778,20.4166666666667
"24386","N-1992-178-8",11,1.94444444444444,4.86111111111111
"24380","N-1992-178-8",12,52.293771043771,41.2457912457912
"24388","N-1992-178-8",16,6.80555555555556,7.77777777777778
"24390","N-1992-178-8",23,1647.91666666667,352.916666666667
"24392","N-1992-178-8",40,4.22705314009662,1.69082125603865
"24393","N-1992-178-8",50,1.94444444444444,0.388888888888889
"24389","N-1992-178-8",64,0.972222222222222,0.0243055555555556
"24394","N-1992-178-8",220,4.86111111111111,8.75
"24384","N-1992-178-8",306,3.88888888888889,0.0291666666666667
"24391","N-1992-178-8",410,1.94444444444444,0.0680555555555556
"24381","N-1992-178-8",620,0.972222222222222,0.0680555555555556
"24507","N-1992-178-9",10,64.1666666666667,79.7222222222222
"24510","N-1992-178-9",11,1.94444444444444,5.34722222222222
"24494","N-1992-178-9",40,20.2898550724638,11.8357487922705
"24496","N-1992-178-9",50,25.2777777777778,9.72222222222222
"24495","N-1992-178-9",201,4.57722222222222,3.57
"24501","N-1992-178-9",202,2.08055555555556,2.023
"24498","N-1992-178-9",220,1.94444444444444,2.91666666666667
"24499","N-1992-178-9",304,5.83333333333333,0.0631944444444444
"24502","N-1992-178-9",306,34.0277777777778,0.179861111111111
"24506","N-1992-178-9",340,8.75,0.0243055555555556
"24500","N-1992-178-9",620,0.972222222222222,0.291666666666667
"22375","N-1992-178-10",10,11.3235294117647,11.3235294117647
"22365","N-1992-178-10",16,2.05882352941176,2.05882352941176
"22374","N-1992-178-10",40,58.1841432225064,8.95140664961637
"22371","N-1992-178-10",41,3.08823529411765,2.05882352941176
"22366","N-1992-178-10",201,2.05882352941176,3.08823529411765
"22372","N-1992-178-10",202,2.05882352941176,0.118382352941176
"22367","N-1992-178-10",220,1.02941176470588,2.63529411764706
"22370","N-1992-178-10",301,1.02941176470588,0.00514705882352941
"22376","N-1992-178-10",304,1.02941176470588,0.0154411764705882
"22506","N-1992-178-11",10,1.02941176470588,0.751470588235294
"22503","N-1992-178-11",12,64.7281639928699,33.5338680926916
"22509","N-1992-178-11",16,1.02941176470588,0.864705882352941
"22507","N-1992-178-11",23,2241.02941176471,882.205882352941
"22505","N-1992-178-11",31,1.02941176470588,0.926470588235294
"22511","N-1992-178-11",41,1.02941176470588,1.4
"22504","N-1992-178-11",112,5.14705882352941,0.617647058823529
"22512","N-1992-178-11",220,2.05882352941176,4.11764705882353
"22514","N-1992-178-11",410,12.3529411764706,0.380882352941177
"22623","N-1992-178-12",10,59.7058823529412,49.4117647058824
"22622","N-1992-178-12",23,12.3529411764706,5.14705882352941
"22627","N-1992-178-12",40,34.0153452685422,12.5319693094629
"22621","N-1992-178-12",41,1.02941176470588,1.58529411764706
"22626","N-1992-178-12",201,4.11764705882353,0.458088235294118
"22620","N-1992-178-12",501,1.02941176470588,1.47205882352941
"22741","N-1992-178-13",10,8.28947368421053,6.44736842105263
"22736","N-1992-178-13",40,68.0778032036613,17.6201372997712
"22734","N-1992-178-13",50,0.921052631578947,3.03947368421053
"22743","N-1992-178-13",201,3.68421052631579,0.644736842105263
"22882","N-1992-178-14",10,29.8529411764706,20.5882352941176
"22875","N-1992-178-14",40,9.84654731457801,4.47570332480819
"22877","N-1992-178-14",201,3.08823529411765,3.08823529411765
"23069","N-1992-178-15",10,39.1176470588235,20.5882352941176
"23066","N-1992-178-15",40,154.859335038363,23.2736572890026
"23067","N-1992-178-15",42,3.08823529411765,1.02941176470588
"23053","N-1992-178-15",201,7.20588235294118,1.02941176470588
"23349","N-1992-178-17",10,6.36363636363636,4.77272727272727
"23355","N-1992-178-17",40,100.98814229249,11.0671936758893
"23346","N-1992-178-17",42,10.2772727272727,1.73409090909091
"23351","N-1992-178-17",201,8.85181818181818,2.92090909090909
"23347","N-1992-178-17",300,0.607727272727273,0.0300125
"23348","N-1992-178-17",304,4.77272727272727,0.0556818181818182
"23350","N-1992-178-17",620,12.7272727272727,6.36363636363636
"23415","N-1992-178-18",10,5.83333333333333,1.94444444444444
"23414","N-1992-178-18",40,32.1256038647343,2.53623188405797
"23419","N-1992-178-18",42,14.13125,2.64930555555556
"23423","N-1992-178-18",201,42.4433333333333,7.14
"23418","N-1992-178-18",300,0.371388888888889,0.148395138888889
"23417","N-1992-178-18",304,14.5833333333333,0.179861111111111
"23430","N-1992-178-19",10,3.08823529411765,3.08823529411765
"23425","N-1992-178-19",40,83.2480818414322,13.4271099744246
"23426","N-1992-178-19",41,0.935828877005348,0.311942959001783
"23427","N-1992-178-19",201,46.2617647058824,13.86
"23434","N-1992-178-19",304,43.2352941176471,0.463235294117647
"23428","N-1992-178-19",306,1.02941176470588,0.00514705882352941
"23443","N-1992-178-20",10,1.02941176470588,0.998529411764706
"23442","N-1992-178-20",12,9.35828877005348,6.23885918003565
"23439","N-1992-178-20",23,285.147058823529,146.176470588235
"23447","N-1992-178-20",40,3.58056265984655,0.613171355498721
"23449","N-1992-178-20",41,0.623885918003565,0.311942959001783
"23445","N-1992-178-20",112,8.23529411764706,2.05882352941176
"23436","N-1992-178-20",114,1.02941176470588,0.00514705882352941
"23437","N-1992-178-20",201,2.20294117647059,0.567
"23446","N-1992-178-20",220,2.05882352941176,4.11764705882353
"23440","N-1992-178-20",300,0.196617647058824,0.060025
"23435","N-1992-178-20",410,5.14705882352941,0.180147058823529
"23458","N-1992-178-22",10,4.11764705882353,3.08823529411765
"23461","N-1992-178-22",40,13.4271099744246,2.68542199488491
"23460","N-1992-178-22",43,1.02941176470588,0.0308823529411765
"23471","N-1992-178-22",201,1.02941176470588,0.339705882352941
"23453","N-1992-178-22",304,3.08823529411765,0.0154411764705882
"23474","N-1992-178-23",10,117.03125,76.5625
